The model is (csv):
time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v41,v42,v43,v44,v45,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102
21,1,0,0,0,3,3,2,0,0,2,2,3,3,3,0,0,0,2,2,1,2,0,0,4,3,2,2,0,0,0,3,3,2,3,0,0,2,3,2,4,2,3,2,3,2,1,2,2,2,2,0,0,0,2,2,1,0,0,2,3,2,2,2,0,0,0,2,2,1,2,0,0,2,2,3
22,2,0,0,0,3,3,1,0,0,2,3,3,3,4,0,0,0,2,2,2,2,0,0,4,2,2,2,0,0,0,3,3,1,3,0,0,2,3,3,4,2,3,2,3,2,2,2,2,2,2,0,0,0,2,2,2,0,0,1,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
23,2,0,0,0,3,3,1,0,0,2,3,3,3,4,0,0,0,2,2,2,2,0,0,4,2,2,2,0,0,0,3,3,1,3,0,0,2,3,3,3,3,2,3,2,3,2,3,1,3,1,0,0,0,2,2,2,0,0,2,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
24,2,0,0,0,2,3,1,0,0,3,3,2,3,4,0,0,0,2,2,2,2,0,0,3,2,3,2,0,0,0,2,3,1,3,0,0,3,2,3,2,4,2,3,2,4,2,3,1,3,2,0,0,0,2,2,2,0,0,2,2,3,2,2,0,0,0,2,2,2,2,0,0,1,3,2
25,3,0,0,0,2,2,1,0,0,4,3,2,2,3,0,0,0,3,2,2,2,0,0,2,2,3,3,0,0,0,2,2,1,2,0,0,4,2,3,2,4,2,3,2,4,3,3,1,3,2,0,0,0,3,2,2,0,0,2,2,3,2,1,0,0,0,3,2,2,2,0,0,1,3,2
26,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,3,3,2,3,0,0,2,2,3,4,0,0,0,2,2,2,2,0,0,4,2,2,2,4,2,3,2,4,4,3,1,3,2,0,0,0,3,3,2,0,0,3,2,3,3,1,0,0,0,3,3,2,3,0,0,1,3,2
27,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,3,3,1,3,0,0,2,3,3,4,0,0,0,2,2,2,2,0,0,4,2,2,3,4,2,2,2,4,4,2,2,2,3,0,0,0,3,3,1,0,0,4,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
28,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,3,1,3,0,0,3,3,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,3,3,2,3,3,4,2,2,2,4,0,0,0,2,3,1,0,0,4,3,2,3,1,0,0,0,2,3,1,3,0,0,2,2,3
29,4,0,0,0,2,2,2,0,0,3,2,3,2,3,0,0,0,2,2,1,2,0,0,4,3,2,4,0,0,0,2,2,2,2,0,0,3,3,2,4,2,3,2,3,2,4,2,2,2,4,0,0,0,2,2,1,0,0,4,3,2,2,2,0,0,0,2,2,1,2,0,0,2,2,3
30,3,0,0,0,3,2,2,0,0,2,2,3,2,4,0,0,0,2,2,2,2,0,0,4,2,2,3,0,0,0,3,2,2,2,0,0,2,3,2,4,2,3,2,3,2,3,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
31,2,0,0,0,3,3,2,0,0,2,2,3,3,4,0,0,0,2,2,2,2,0,0,4,2,2,2,0,0,0,3,3,2,3,0,0,2,3,2,4,3,2,2,2,3,2,2,2,2,4,0,0,0,2,2,2,0,0,3,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
32,2,0,0,0,2,3,1,0,0,3,3,2,3,4,0,0,0,2,2,2,2,0,0,4,2,2,2,0,0,0,2,3,1,3,0,0,3,2,3,4,4,2,2,2,4,2,2,2,2,3,0,0,0,2,2,2,0,0,2,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
33,3,0,0,0,2,2,1,0,0,4,3,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,3,0,0,0,2,2,1,2,0,0,4,2,3,3,4,2,3,2,4,3,3,1,3,2,0,0,0,2,2,2,0,0,2,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
34,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,3,2,3,4,0,0,0,2,2,2,2,0,0,4,2,2,2,4,2,3,2,4,4,3,1,3,2,0,0,0,2,2,2,0,0,3,2,3,2,2,0,0,0,2,2,2,2,0,0,1,3,2
35,4,0,0,0,2,2,2,0,0,4,2,2,2,3,0,0,0,3,2,2,2,0,0,2,2,3,4,0,0,0,2,2,2,2,0,0,4,2,2,3,4,2,2,2,4,4,2,2,2,3,0,0,0,3,2,2,0,0,4,2,3,2,1,0,0,0,3,2,2,2,0,0,1,3,2
36,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,3,2,3,0,0,3,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,3,2,0,0,4,2,2,3,1,0,0,0,2,3,2,3,0,0,2,2,2
37,4,0,0,0,2,2,2,0,0,4,2,2,2,3,0,0,0,2,2,1,2,0,0,4,3,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,2,1,0,0,4,3,2,2,2,0,0,0,2,2,1,2,0,0,2,2,3
38,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,3,3,2,3,3,4,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
39,4,0,0,0,2,2,2,0,0,3,2,3,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,3,3,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
40,3,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,3,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,3,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
41,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,2,2,0,0,3,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
42,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,3,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
43,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
44,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
45,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2,<---
46,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
47,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
48,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
49,4,0,0,0,2,2,2,0,0,4,2,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,0,0,0,2,2,2,2,0,0,4,2,2,4,4,2,2,2,4,4,2,2,2,4,0,0,0,2,2,2,0,0,4,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2
Time: 00:04:34.2392700
