The model is (csv):
time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v41,v42,v43,v44,v45,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102
14,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,1,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
15,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
16,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
17,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
18,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
19,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
20,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
21,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
22,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
23,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
24,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
25,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
26,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
27,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
28,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
29,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
30,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
31,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
32,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3,<---
33,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
34,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
35,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
36,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
37,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
38,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
39,2,0,0,0,3,3,1,0,0,2,3,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,0,0,0,3,3,1,3,0,0,2,3,3,2,2,3,3,3,2,2,3,1,3,2,0,0,0,3,3,1,0,0,2,3,3,3,1,0,0,0,3,3,1,3,0,0,1,3,3
Time: 00:02:40.0712258
